Trans No.,Customer Code,Location Code,Grade Level Code,Transaction Date,Delivery Type,Quantity,Paper type Code
96743,234752,L000000,K2000001,18/04/2015,Consignment,45,CL0000000
103083,973976,L000000,K2000001,20/04/2015,Consignment,53,CL0000000
103994,854941,L000000,K2000001,20/04/2015,Consignment,38,CL0000000
109290,473710,L000000,K2000001,24/04/2015,Consignment,53,CL0000000
111179,224055,L000000,K2000001,27/04/2015,Consignment,53,CL0000000
114731,923920,L000000,K2000001,29/04/2015,Consignment,23,CL0000000
81777,983989,L000000,K1000001,05/04/2015,Consignment,75,CL0000000
94687,393574,L000000,K1000001,15/04/2015,Consignment,253,CL0000000
97209,472917,L000000,K1000001,17/04/2015,Consignment,75,CL0000000
97209,472917,L000000,K1000001,16/04/2015,Consignment,75,CL0000000
103453,943388,L000000,K1000001,20/04/2015,Consignment,23,CL0000000
105517,215367,L000000,K1000001,23/04/2015,Consignment,38,CL0000000
114743,697871,L000000,K1000001,28/04/2015,Consignment,75,CL0000000
115903,967698,L000000,K1000001,28/04/2015,Consignment,45,CL0000000
117895,155213,L000000,G4000001,01/05/2015,Consignment,116,BW000000
139118,865430,L000000,G4000001,20/05/2015,Consignment,32,BW000000
141377,895874,L000000,G4000001,21/05/2015,Consignment,116,BW000000
130040,553638,L000000,G5000001,12/05/2015,Consignment,38,BW000000
146611,897442,L000000,G5000001,27/05/2015,Consignment,189,BW000000
147219,751628,L000000,G5000001,26/05/2015,Consignment,126,BW000000
148400,89069,L000000,G5000001,28/05/2015,Consignment,168,BW000000
149890,895874,L000000,G5000001,29/05/2015,Consignment,68,BW000000
118334,781668,L000000,G6000001,01/05/2015,Consignment,253,BW000000
152104,272158,L000000,G6000001,29/05/2015,Consignment,35,BW000000
152164,481860,L000000,G6000001,30/05/2015,Consignment,72,BW000000
121057,464886,L000000,G2000001,06/05/2015,Consignment,38,BW000000
130436,521047,L000000,G2000001,14/05/2015,Consignment,68,BW000000
145730,121210,L000000,G2000001,24/05/2015,Consignment,110,BW000000
117505,210343,L000000,OTH,02/05/2015,Consignment,23,BW000000
141247,953516,L000000,OTH,23/05/2015,Consignment,179,BW000000
124095,526291,L000000,G3000001,07/05/2015,Consignment,38,BW000000
126383,129507,L000000,G3000001,08/05/2015,Consignment,68,BW000000
130258,716292,L000000,G3000001,12/05/2015,Consignment,75,BW000000
134990,86877,L000000,G3000001,17/05/2015,Consignment,12,BW000000
117599,434705,L000000,G1000001,02/05/2015,Consignment,60,BW000000
133476,28267,L000000,G1000001,16/05/2015,Consignment,68,BW000000
135022,982417,L000000,G1000001,17/05/2015,Consignment,68,BW000000
138535,775996,L000000,G1000001,19/05/2015,Consignment,38,BW000000
139872,508136,L000000,G1000001,21/05/2015,Consignment,30,BW000000
140098,823281,L000000,G1000001,20/05/2015,Consignment,276,BW000000
142795,801961,L000000,G1000001,21/05/2015,Consignment,45,BW000000
146289,874172,L000000,G1000001,26/05/2015,Consignment,156,BW000000
148781,432950,L000000,G1000001,26/05/2015,Consignment,189,BW000000
118507,365496,L000000,SY0000001,03/05/2015,Consignment,75,BW000000
118853,728726,L000000,SY0000001,01/05/2015,Consignment,53,BW000000
128551,840960,L000000,SY0000001,11/05/2015,Consignment,345,BW000000
135593,529371,L000000,SY0000001,19/05/2015,Consignment,75,BW000000
145350,479204,L000000,SY0000001,24/05/2015,Consignment,60,BW000000
118216,372046,L000000,FTH000001,02/05/2015,Consignment,400,BW000000
122081,303109,L000000,FTH000001,04/05/2015,Consignment,137,BW000000
133546,803794,L000000,FTH000001,14/05/2015,Consignment,53,BW000000
135595,529371,L000000,FTH000001,19/05/2015,Consignment,75,BW000000
142181,817433,L000000,FTH000001,22/05/2015,Consignment,23,BW000000
144618,285820,L000000,FTH000001,23/05/2015,Consignment,139,BW000000
144780,790967,L000000,FTH000001,23/05/2015,Consignment,45,BW000000
128105,323277,L000000,TY000001,11/05/2015,Consignment,60,BW000000
144774,790967,L000000,TY000001,23/05/2015,Consignment,45,BW000000
118705,589425,L000000,FST000001,01/05/2015,Consignment,75,BW000000
142787,801961,L000000,FST000001,22/05/2015,Consignment,38,BW000000
141829,349742,L000000,K2000001,21/05/2015,Consignment,75,BW000000
145688,501104,L000000,K2000001,25/05/2015,Consignment,68,BW000000
121305,67004,L000000,K1000001,06/05/2015,Consignment,30,BW000000
128129,766607,L000000,K1000001,12/05/2015,Consignment,45,BW000000
133930,107227,L000000,K1000001,16/05/2015,Consignment,126,BW000000
118869,728726,L000000,N0000001,01/05/2015,Consignment,30,CL0000000
118967,17072,L000000,N0000001,01/05/2015,Consignment,23,CL0000000
119898,659025,L000000,N0000001,05/05/2015,Consignment,45,CL0000000
119978,881369,L000000,N0000001,03/05/2015,Consignment,23,CL0000000
121801,239696,L000000,N0000001,05/05/2015,Consignment,23,CL0000000
122121,573680,L000000,N0000001,06/05/2015,Consignment,45,CL0000000
125322,842276,L000000,N0000001,06/05/2015,Consignment,12,CL0000000
130022,972529,L000000,N0000001,14/05/2015,Consignment,45,CL0000000
135501,502552,L000000,N0000001,19/05/2015,Consignment,6,CL0000000
138762,792886,L000000,N0000001,21/05/2015,Consignment,12,CL0000000
147833,749231,L000000,N0000001,28/05/2015,Consignment,45,CL0000000
116816,854941,L000000,K2000001,01/05/2015,Consignment,38,CL0000000
122051,704666,L000000,K2000001,05/05/2015,Consignment,45,CL0000000
127402,553287,L000000,K2000001,10/05/2015,Consignment,38,CL0000000
127444,450626,L000000,K2000001,09/05/2015,Consignment,38,CL0000000
130242,502552,L000000,K2000001,14/05/2015,Consignment,12,CL0000000
135525,934860,L000000,K2000001,18/05/2015,Consignment,60,CL0000000
135852,228819,L000000,K2000001,18/05/2015,Consignment,75,CL0000000
141683,226098,L000000,K2000001,22/05/2015,Consignment,24,CL0000000
146233,292566,L000000,K2000001,27/05/2015,Consignment,5,CL0000000
146665,968423,L000000,K2000001,27/05/2015,Consignment,75,CL0000000
148647,241166,L000000,K2000001,26/05/2015,Consignment,23,CL0000000
149782,142107,L000000,K2000001,29/05/2015,Consignment,10,CL0000000
152242,979121,L000000,K2000001,31/05/2015,Consignment,23,CL0000000
119972,881369,L000000,K1000001,04/05/2015,Consignment,23,CL0000000
121965,119451,L000000,K1000001,06/05/2015,Consignment,30,CL0000000
121965,119451,L000000,K1000001,06/05/2015,Consignment,30,CL0000000
123927,840960,L000000,K1000001,05/05/2015,Consignment,75,CL0000000
134942,762832,L000000,K1000001,17/05/2015,Consignment,147,CL0000000
140420,125964,L000000,K1000001,22/05/2015,Consignment,68,CL0000000
390346,372046,L000000,G1100001,20/05/2015,Consignment,60,CL0000000
